id,label
547,1
548,2
549,2
550,0
551,0
552,0
553,1
554,2
555,0
556,1
557,2
558,2
559,0
560,2
561,0
562,0
563,0
564,0
565,0
566,0
567,1
568,1
569,2
570,2
571,1
572,1
573,1
574,0
575,0
576,2
577,0
578,2
579,1
580,2
581,1
582,1
583,0
584,2
585,2
586,1
587,2
588,2
589,1
590,0
591,0
592,1
593,2
594,2
595,0
596,2
597,2
598,2
599,2
600,1
601,0
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,2
610,2
611,2
612,0
613,1
614,2
615,2
616,0
617,1
618,1
619,0
620,2
621,2
622,0
623,1
624,0
625,0
626,1
627,1
628,1
629,2
630,2
631,2
632,0
633,0
634,0
635,0
636,2
637,1
638,2
639,2
640,2
641,0
642,2
643,0
644,2
645,0
646,2
647,1
648,2
649,0
650,2
651,2
652,1
653,2
654,1
655,2
656,2
657,0
658,0
659,1
660,2
661,0
662,0
663,0
664,1
665,0
666,1
667,2
668,2
669,1
670,0
671,0
672,0
673,0
674,2
675,2
676,0
677,0
678,0
679,1
680,2
681,1
682,2
683,1
684,0
685,1
686,0
687,1
688,2
689,1
690,0
691,0
692,0
693,1
694,0
695,2
696,1
697,2
698,1
699,0
700,0
701,1
702,1
703,1
704,1
705,0
706,0
707,1
708,0
709,1
710,0
711,0
712,1
713,0
714,1
715,1
716,2
717,0
718,2
719,1
720,2
721,1
722,0
723,2
724,1
725,1
726,0
727,1
728,0
729,2
730,2
731,1
732,2
733,1
734,0
735,1
736,1
737,1
738,1
739,2
740,2
741,1
742,0
743,1
744,1
745,2
746,0
747,1
748,1
749,0
750,1
751,2
752,2
753,2
754,1
755,1
756,0
757,0
758,2
759,0
760,2
761,2
762,1
763,2
764,2
765,2
766,2
767,0
768,1
769,0
770,1
771,2
772,0
773,0
774,2
775,2
776,0
777,0
778,0
779,0
780,2
781,2
782,2
783,1
784,1
785,0
786,2
787,0
788,1
789,2
790,1
791,0
792,0
793,1
794,0
795,1
796,1
797,2
798,0
799,1
800,1
801,0
802,2
803,0
804,2
805,0
806,2
807,2
808,0
809,2
810,2
811,2
812,2
813,2
814,0
815,1
816,1
817,2
818,2
819,2
820,0
821,0
822,2
823,1
824,0
825,0
826,2
827,2
828,2
829,2
830,0
831,1
832,1
833,1
834,0
835,2
836,0
837,1
838,2
839,2
840,2
841,2
842,0
843,0
844,2
845,1
846,1
847,2
848,0
849,2
850,0
851,1
852,1
853,1
854,1
855,2
856,2
857,2
858,1
859,1
860,1
861,2
862,1
863,0
864,1
865,1
866,1
867,0
868,1
869,0
870,2
871,1
872,0
873,1
874,2
875,0
876,1
877,2
878,1
879,2
880,0
881,2
882,1
883,1
884,2
885,1
886,0
887,1
888,1
889,1
890,2
891,0
892,0
893,0
894,0
895,0
896,2
897,1
898,0
899,1
900,2
901,1
902,0
903,0
904,2
905,1
906,2
907,2
908,2
909,2
910,0
911,0
912,0
913,0
914,0
915,1
916,2
917,2
918,2
919,2
920,2
921,1
922,0
923,0
924,1
925,1
926,2
927,2
928,0
929,0
930,2
931,1
932,0
933,0
934,2
935,2
936,0
937,0
938,2
939,2
940,0
941,0
942,2
943,1
944,2
945,1
946,2
947,1
948,2
949,2
950,0
951,2
952,1
953,1
954,1
955,2
956,2
957,1
958,2
959,0
960,0
961,1
962,0
963,1
964,1
965,1
966,2
967,2
968,2
969,1
970,1
971,2
972,0
973,2
974,0
975,2
976,0
977,2
978,0
979,1
980,0
981,2
982,1
983,0
984,0
985,1
986,1
987,0
988,1
989,1
990,1
991,1
992,2
993,1
994,2
995,2
996,2
997,0
998,2
999,0
1000,0
1001,1
1002,2
1003,2
1004,1
1005,2
1006,1
1007,1
1008,1
1009,2
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,2
1018,1
1019,0
1020,2
1021,2
1022,2
1023,2
1024,2
1025,0
1026,0
1027,2
1028,2
1029,1
1030,1
1031,0
1032,1
1033,1
1034,0
1035,2
1036,2
1037,0
1038,2
1039,0
1040,0
1041,2
1042,2
1043,2
1044,0
1045,2
1046,2
1047,2
1048,0
1049,1
1050,1
1051,2
1052,0
1053,1
1054,0
1055,1
1056,2
1057,1
1058,2
1059,2
1060,0
1061,1
1062,2
1063,1
1064,0
1065,0
1066,0
1067,0
1068,2
1069,2
1070,2
1071,1
1072,2
1073,0
1074,0
1075,1
1076,0
1077,2
1078,1
1079,1
1080,0
1081,1
1082,1
1083,2
1084,1
1085,1
1086,0
1087,1
1088,1
1089,1
1090,2
1091,1
1092,1
1093,0
1094,1
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,1
1102,2
1103,1
1104,0
1105,1
1106,1
1107,2
1108,1
1109,2
1110,0
1111,0
1112,2
1113,0
1114,2
1115,2
1116,2
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,0
1124,0
1125,2
1126,2
1127,1
1128,2
1129,1
1130,2
1131,1
1132,1
1133,0
1134,0
1135,0
1136,2
1137,2
1138,0
1139,0
1140,2
1141,0
1142,0
1143,2
1144,1
1145,0
1146,0
1147,0
1148,1
1149,1
1150,1
1151,2
1152,0
1153,0
1154,2
