id,label
547,2
548,1
549,0
550,0
551,0
552,0
553,2
554,2
555,0
556,2
557,2
558,1
559,0
560,1
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,1
569,1
570,1
571,2
572,1
573,2
574,0
575,0
576,1
577,0
578,1
579,1
580,2
581,1
582,2
583,0
584,2
585,1
586,1
587,0
588,1
589,2
590,0
591,0
592,2
593,1
594,1
595,0
596,0
597,2
598,1
599,1
600,2
601,0
602,2
603,2
604,1
605,0
606,1
607,1
608,1
609,1
610,0
611,1
612,0
613,1
614,2
615,0
616,0
617,2
618,1
619,0
620,0
621,2
622,0
623,2
624,1
625,1
626,2
627,2
628,2
629,1
630,1
631,1
632,0
633,0
634,0
635,0
636,1
637,2
638,2
639,2
640,2
641,0
642,1
643,0
644,1
645,0
646,1
647,2
648,1
649,0
650,1
651,1
652,2
653,2
654,2
655,2
656,2
657,0
658,0
659,2
660,1
661,0
662,0
663,0
664,2
665,0
666,2
667,2
668,2
669,2
670,0
671,0
672,0
673,1
674,1
675,1
676,0
677,0
678,0
679,2
680,2
681,2
682,1
683,2
684,0
685,2
686,0
687,2
688,1
689,2
690,0
691,0
692,0
693,2
694,1
695,2
696,1
697,0
698,2
699,0
700,0
701,2
702,1
703,2
704,2
705,0
706,0
707,2
708,0
709,2
710,0
711,1
712,2
713,0
714,1
715,2
716,2
717,0
718,2
719,2
720,1
721,2
722,0
723,1
724,2
725,2
726,1
727,1
728,0
729,2
730,1
731,2
732,1
733,2
734,0
735,2
736,2
737,1
738,2
739,2
740,1
741,2
742,0
743,2
744,2
745,0
746,0
747,1
748,2
749,0
750,2
751,1
752,1
753,1
754,2
755,1
756,0
757,0
758,1
759,1
760,1
761,2
762,2
763,1
764,1
765,2
766,1
767,0
768,2
769,1
770,2
771,1
772,0
773,1
774,2
775,0
776,0
777,0
778,0
779,0
780,1
781,2
782,1
783,2
784,1
785,0
786,0
787,0
788,1
789,2
790,2
791,0
792,0
793,1
794,0
795,2
796,2
797,2
798,0
799,1
800,2
801,0
802,2
803,0
804,1
805,0
806,1
807,1
808,0
809,0
810,1
811,0
812,2
813,2
814,0
815,2
816,1
817,2
818,2
819,1
820,0
821,0
822,2
823,2
824,0
825,0
826,1
827,2
828,0
829,2
830,0
831,1
832,2
833,1
834,0
835,1
836,0
837,1
838,2
839,0
840,0
841,2
842,0
843,0
844,1
845,2
846,1
847,1
848,0
849,1
850,0
851,2
852,2
853,2
854,2
855,1
856,2
857,2
858,2
859,2
860,2
861,1
862,1
863,0
864,2
865,1
866,2
867,0
868,2
869,0
870,2
871,2
872,0
873,1
874,1
875,1
876,2
877,2
878,2
879,1
880,1
881,2
882,1
883,1
884,2
885,1
886,0
887,1
888,1
889,2
890,1
891,0
892,0
893,1
894,0
895,0
896,1
897,1
898,1
899,1
900,0
901,1
902,0
903,0
904,1
905,1
906,0
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,2
916,0
917,1
918,2
919,0
920,1
921,2
922,1
923,0
924,2
925,2
926,2
927,1
928,0
929,0
930,1
931,2
932,0
933,0
934,2
935,1
936,1
937,1
938,1
939,0
940,0
941,0
942,2
943,1
944,1
945,1
946,1
947,2
948,1
949,0
950,0
951,2
952,2
953,2
954,2
955,1
956,2
957,2
958,2
959,0
960,0
961,1
962,0
963,2
964,2
965,2
966,2
967,1
968,2
969,2
970,2
971,2
972,0
973,1
974,0
975,0
976,0
977,2
978,0
979,2
980,0
981,2
982,2
983,0
984,1
985,1
986,2
987,0
988,2
989,1
990,2
991,2
992,1
993,2
994,1
995,2
996,2
997,0
998,1
999,0
1000,1
1001,2
1002,1
1003,1
1004,2
1005,2
1006,2
1007,2
1008,2
1009,1
1010,1
1011,1
1012,0
1013,1
1014,1
1015,1
1016,2
1017,1
1018,1
1019,0
1020,1
1021,1
1022,2
1023,1
1024,2
1025,1
1026,0
1027,2
1028,1
1029,1
1030,2
1031,0
1032,1
1033,2
1034,0
1035,1
1036,0
1037,0
1038,0
1039,1
1040,1
1041,0
1042,0
1043,0
1044,0
1045,2
1046,0
1047,1
1048,1
1049,2
1050,2
1051,1
1052,0
1053,1
1054,0
1055,1
1056,2
1057,2
1058,2
1059,2
1060,0
1061,2
1062,0
1063,1
1064,0
1065,1
1066,0
1067,0
1068,1
1069,1
1070,1
1071,2
1072,1
1073,0
1074,0
1075,1
1076,1
1077,2
1078,1
1079,2
1080,0
1081,2
1082,2
1083,1
1084,2
1085,2
1086,0
1087,2
1088,2
1089,2
1090,0
1091,2
1092,1
1093,1
1094,2
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,2
1102,2
1103,1
1104,0
1105,2
1106,1
1107,2
1108,2
1109,1
1110,0
1111,0
1112,1
1113,0
1114,1
1115,0
1116,1
1117,2
1118,2
1119,2
1120,2
1121,2
1122,2
1123,0
1124,0
1125,1
1126,2
1127,1
1128,0
1129,1
1130,0
1131,2
1132,2
1133,0
1134,0
1135,0
1136,1
1137,2
1138,0
1139,0
1140,1
1141,0
1142,0
1143,1
1144,2
1145,1
1146,0
1147,1
1148,2
1149,2
1150,2
1151,1
1152,0
1153,0
1154,1
