id,label
547,2
548,1
549,0
550,0
551,0
552,0
553,2
554,2
555,0
556,2
557,2
558,1
559,0
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,1
569,1
570,2
571,1
572,1
573,1
574,0
575,0
576,1
577,0
578,1
579,1
580,2
581,2
582,2
583,0
584,1
585,1
586,2
587,0
588,1
589,2
590,0
591,0
592,1
593,0
594,1
595,0
596,0
597,2
598,1
599,1
600,2
601,0
602,1
603,2
604,1
605,0
606,1
607,1
608,2
609,1
610,1
611,2
612,0
613,2
614,2
615,1
616,0
617,2
618,1
619,0
620,1
621,2
622,1
623,2
624,0
625,0
626,2
627,2
628,2
629,2
630,1
631,1
632,0
633,0
634,0
635,0
636,1
637,2
638,2
639,1
640,1
641,0
642,1
643,1
644,2
645,0
646,2
647,2
648,2
649,0
650,1
651,0
652,2
653,2
654,2
655,2
656,2
657,0
658,1
659,2
660,1
661,0
662,0
663,0
664,2
665,0
666,2
667,2
668,2
669,2
670,0
671,0
672,0
673,0
674,1
675,2
676,0
677,0
678,0
679,2
680,1
681,2
682,0
683,2
684,0
685,1
686,1
687,1
688,1
689,2
690,0
691,0
692,0
693,2
694,0
695,2
696,1
697,1
698,2
699,0
700,0
701,2
702,1
703,2
704,2
705,0
706,0
707,1
708,0
709,2
710,0
711,1
712,2
713,0
714,2
715,2
716,2
717,0
718,2
719,2
720,1
721,2
722,0
723,1
724,2
725,2
726,0
727,2
728,0
729,2
730,1
731,2
732,1
733,1
734,0
735,2
736,2
737,1
738,2
739,2
740,1
741,2
742,1
743,2
744,2
745,2
746,0
747,2
748,2
749,0
750,1
751,1
752,1
753,1
754,1
755,2
756,0
757,0
758,1
759,1
760,2
761,2
762,2
763,1
764,1
765,2
766,0
767,0
768,2
769,1
770,2
771,1
772,0
773,0
774,2
775,0
776,0
777,0
778,0
779,0
780,1
781,2
782,1
783,2
784,1
785,0
786,1
787,0
788,2
789,2
790,2
791,0
792,0
793,2
794,0
795,1
796,2
797,2
798,0
799,1
800,1
801,0
802,0
803,0
804,1
805,0
806,1
807,2
808,0
809,0
810,2
811,1
812,2
813,2
814,0
815,2
816,1
817,2
818,2
819,1
820,0
821,0
822,0
823,1
824,0
825,0
826,1
827,2
828,1
829,2
830,0
831,1
832,2
833,1
834,0
835,1
836,0
837,1
838,0
839,0
840,0
841,0
842,0
843,0
844,1
845,2
846,1
847,1
848,0
849,1
850,0
851,2
852,2
853,2
854,1
855,1
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,0
864,2
865,1
866,2
867,0
868,2
869,0
870,2
871,2
872,0
873,1
874,1
875,0
876,2
877,2
878,2
879,0
880,0
881,2
882,1
883,1
884,2
885,1
886,0
887,2
888,1
889,2
890,1
891,0
892,0
893,0
894,0
895,0
896,2
897,1
898,0
899,1
900,0
901,2
902,0
903,0
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,0
912,0
913,0
914,1
915,2
916,1
917,1
918,2
919,1
920,1
921,2
922,1
923,0
924,2
925,2
926,1
927,1
928,0
929,0
930,1
931,2
932,0
933,0
934,1
935,1
936,0
937,1
938,1
939,0
940,0
941,0
942,2
943,1
944,1
945,2
946,1
947,2
948,1
949,1
950,0
951,2
952,1
953,2
954,2
955,1
956,0
957,2
958,0
959,0
960,0
961,1
962,0
963,2
964,2
965,2
966,2
967,1
968,2
969,1
970,2
971,1
972,0
973,1
974,0
975,1
976,0
977,1
978,0
979,2
980,0
981,2
982,2
983,0
984,0
985,2
986,1
987,0
988,2
989,1
990,2
991,2
992,1
993,2
994,1
995,2
996,1
997,0
998,1
999,0
1000,0
1001,2
1002,2
1003,2
1004,2
1005,2
1006,1
1007,2
1008,2
1009,1
1010,1
1011,2
1012,0
1013,2
1014,0
1015,1
1016,2
1017,1
1018,2
1019,0
1020,1
1021,1
1022,1
1023,1
1024,2
1025,0
1026,0
1027,2
1028,1
1029,1
1030,2
1031,0
1032,1
1033,2
1034,0
1035,1
1036,2
1037,0
1038,1
1039,1
1040,1
1041,1
1042,0
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,2
1050,1
1051,1
1052,0
1053,2
1054,1
1055,2
1056,2
1057,1
1058,1
1059,2
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,2
1069,1
1070,1
1071,2
1072,1
1073,0
1074,0
1075,1
1076,1
1077,2
1078,1
1079,1
1080,0
1081,2
1082,2
1083,2
1084,2
1085,2
1086,0
1087,2
1088,2
1089,2
1090,2
1091,2
1092,1
1093,1
1094,2
1095,0
1096,1
1097,1
1098,1
1099,0
1100,1
1101,2
1102,2
1103,1
1104,0
1105,2
1106,1
1107,2
1108,1
1109,1
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,2
1118,2
1119,2
1120,2
1121,2
1122,2
1123,0
1124,0
1125,1
1126,2
1127,2
1128,0
1129,1
1130,1
1131,1
1132,2
1133,0
1134,0
1135,0
1136,1
1137,2
1138,0
1139,0
1140,1
1141,0
1142,0
1143,2
1144,1
1145,0
1146,0
1147,0
1148,2
1149,2
1150,1
1151,1
1152,0
1153,0
1154,1
